x1, x2, x3, x4, x5, x6, your predictions, stimulation outcome
323.48964727789945,288.168377683658,248.52329814029162,288.55223390173086,288.3229818980992,250.43810817129037,1,0
278.83505005946165,332.3830337973104,321.39908818355576,300.8155778789327,312.59206244411445,335.1155237440592,1,1
328.1358282121951,256.5467111655126,340.7240190797158,288.81530567541336,327.2408500854784,343.5006062904258,0,1
257.26579041765586,309.8783851352732,279.8762247516881,295.53233650930304,295.53371757204116,222.48416302725678,1,1
309.559319488674,347.66188668472915,335.123460804975,355.6385016073043,311.3437565439601,289.6852965533479,1,1
239.44152421654337,320.7672694162227,317.27684207783227,258.4993312601951,301.982647349005,345.2182164094771,1,1
331.00721536401903,336.24403107014473,300.49178632286186,325.57795515811813,279.5398657741878,359.58172312097366,1,1
278.2241552146301,328.0048300895514,304.2939070088996,340.57991113432627,289.0228923376679,319.13720028019765,0,1
327.5952575316105,337.9015272323743,241.8454784556809,314.7914131084404,200.25235223951438,313.75628150157144,0,0
356.626654009931,320.37427106653456,234.11429919872984,312.8639193911066,351.0882517595069,266.48622946750845,0,0
317.5970011724897,298.3263183004687,277.47511734650465,305.8442457130842,291.1859435832596,275.6407428811531,0,0
340.0620261989844,284.3276316010918,298.7933430781178,304.1906119305341,315.88393445630794,348.9871466436352,1,1
291.94375484694655,249.3434644387383,316.59614020747495,320.9188571857612,311.34580718213994,372.5235608465221,1,1
288.83349700367904,235.74913421983422,316.6188529937631,290.8053160311687,350.3042343501787,306.87117978750956,0,0
285.698746756365,288.1256261891845,307.7556237329718,341.97203501529873,309.748533763742,324.4378803631729,0,0
269.8141672574956,350.1459608465622,335.44743783909263,324.3293199307799,362.5248421440704,267.5255414038175,0,1
287.4067494211166,307.23173238093636,316.2207730849451,268.3113542892236,346.18408060334383,325.22197327065953,0,0
317.8175570310831,330.1947032899726,307.5650714037065,328.4015574332215,294.0565365956326,253.11946365193486,1,1
341.0365126358771,299.20229592906185,320.4977836483114,280.9755002309252,307.65305305012583,322.36909104876236,0,1
370.4337422153525,368.4525889681235,249.35261694563133,297.45571753072466,296.70277104541105,327.9161804388791,0,0
262.7476259187829,289.5916128392447,345.39832085149783,277.5667022394613,345.47159865870606,307.2667958403904,0,0
348.2173947359856,328.2665848843959,342.3376244188406,281.38357357574176,314.5668646739172,280.7605399162723,1,1
272.81982767441093,305.6168227293786,309.1896978991126,280.7719995665213,294.77647949376814,325.8342338364097,1,1
301.64029157954104,303.0423846318946,263.3393268770848,319.2260667590929,294.60779250970245,298.92290880848424,0,1
280.4014844065516,279.31969650136693,311.4250873125473,300.19551236501906,302.8345787338238,319.86245724738507,1,1
353.30689213404327,292.3269536390158,308.90110741805773,321.32992645680935,278.88109027538053,304.131442450636,0,1
258.3742783169329,327.8017833044961,286.7561653374153,322.9813008704269,287.2804986797842,330.77089851550767,1,1
255.53839780005342,277.11087198696555,281.77425347794434,305.7116116910372,367.64953202253275,277.07270532091707,0,0
293.732229695517,287.4720442739964,305.5403520880501,304.04025764453945,320.6288668853917,258.3328493409182,1,1
303.83715886592347,352.61160871959237,293.6959813139981,285.0856717454463,339.18895851834355,345.40088963157723,1,0
336.4944760294481,263.03918348805007,303.83004560663926,338.3135769748176,269.8138633271222,307.8596820204236,0,0
264.6926762923121,323.7761530374718,284.71840629045334,294.2433490321227,291.487802069357,296.5563385575511,0,0
373.5402855440014,289.40277610717783,236.30010089497225,314.7942250861597,336.81974021067566,329.11349693797314,0,0
314.8340293585508,295.55223187691365,261.58142520074284,340.666772166462,322.3568284207632,305.5384281697051,0,1
272.294254651142,339.2986855454374,236.96071513126665,342.89287143795735,338.9923773740485,329.6023034956019,0,0
299.06213368988557,281.3975839669204,297.8527546113728,276.0754825641307,252.94742477780653,285.2088984203725,0,0
325.7664762313446,275.62499654520394,301.9172904775414,289.3256679958278,334.51418837079456,321.52064066823965,0,0
327.397165227554,297.5493161617021,280.0296714598493,317.36422102469385,269.7394343223163,271.35464358193053,0,0
289.4111494172066,257.91094218331125,310.9205328494762,284.86637331703446,271.51516353732524,252.69682648799173,0,1
286.9034757738289,261.0362848395355,300.3383501866841,289.61932005395005,325.9101289047288,347.18911336088536,1,1
327.7276523352309,338.0439579294707,273.9219861196613,297.523395687032,309.193528965889,367.06848597546065,1,1
331.46964627846785,242.4398841637186,267.57048663258405,318.2425736308365,308.3573928402026,283.74664350939184,0,1
314.6720168298051,271.0663687643334,298.9207546867369,278.9547062272158,304.8211224830566,287.9650218863254,0,0
278.58771212685394,309.94456581344826,260.76623632789784,284.87992341422313,271.2600806119016,304.8884330259576,0,1
283.0757478646685,311.3014343939698,264.37638761401695,280.53922625329585,353.0002511165697,327.14359114754393,0,0
219.35504315125212,322.17225031019854,295.0785932893634,269.1180915421411,268.38100480209675,298.8959579070763,0,1
285.2118445939162,281.2352877547168,302.3024614741799,241.27911425213085,317.23925540008736,294.0323011189392,0,0
282.6663810981047,289.6838652889369,322.2376303593069,267.8836841682551,263.46585226425066,299.5248301826578,0,1
285.32229071874747,309.7911902480186,266.5744573520359,293.07452219149184,252.82683471614843,297.5601233025311,0,0
300.41359531243774,305.9136253691902,255.89707747880152,308.44102611288304,309.8110458829989,297.85196273531295,0,0
275.38789483289736,282.1078831886933,370.5636907087892,325.61135506796035,317.2881047374637,270.79507487489394,0,0
304.28213838125373,340.36608355053545,270.6379726641228,247.83913368461023,266.037781697374,273.1371922182346,0,1
331.04959033917356,311.74620120264683,335.92371999427246,327.62292873483875,244.71441574284617,271.5828768921064,0,0
265.3148181393907,270.60962468039986,307.4691808231904,303.79874220641796,303.46501203776796,294.74521597777385,0,1
317.4928914792151,317.3056283674487,300.28661218363885,264.57529991388617,283.96566004391093,303.91652182395995,0,1
305.06995956895685,273.01262906835933,357.14079006925294,344.31511418043107,290.1756130243629,331.08602259215286,0,0
276.48702596799353,295.94176587160206,334.90265281955953,238.77327405326156,309.42617339481563,267.9521551491471,0,1
343.3819623047281,293.3443663872309,335.49766814489277,280.8666080675939,288.4925777632299,314.107555538552,0,1
305.09080603060175,291.51651854166863,256.50821875179605,287.1526156218313,290.64211750302195,239.7401843344676,0,1
286.9379126471733,324.04100811265715,309.1268555825992,292.16381311765525,239.19259088117212,335.7546556964993,0,1
310.3010314946182,264.7823082405641,294.6905001245356,275.17359455710044,322.325316694478,298.66033609459924,0,1
284.75540661731907,275.80897270477817,313.47030789524786,343.83829307632345,298.0820057081171,266.15307311718124,1,1
283.41220316658894,277.4372728856231,355.56192645242106,285.30612897808317,304.4163931304004,268.5054458322079,0,1
303.87861769663465,305.8308063266228,282.5422523291215,304.5326690681943,293.0055150309852,322.7645947436451,1,1
317.3715260255543,248.06802860052335,276.59141288700056,303.55724711056865,300.7245069897497,287.63032754625834,0,1
275.3539395709479,334.9008361291827,292.51017438396156,294.38668214249975,291.59765428984593,284.13331749323254,0,0
244.53456930390436,311.95689864748573,245.86032888072685,299.3809232137326,246.45651881213857,290.09549515861437,0,0
321.33452353455755,319.0631548402529,299.5041575520932,279.06342605171113,316.3140159307842,339.7723875325815,0,1
295.6721435855218,285.2777349674112,328.4570378093822,304.474319260469,282.5343458912537,295.66299851904313,0,1
273.51261490979584,284.6801078800045,233.11792169610845,294.21992766259626,307.69484765909056,341.7796137628836,1,1
293.4827876720201,277.94642066156746,269.14049712404847,324.1780410795386,303.5885611348684,332.0376905044334,1,1
345.99185678323136,326.31333737804573,312.3082718103932,251.0180055452201,316.8836456598497,290.52290383223936,0,0
317.8139060742588,326.264673062172,290.4951746174036,356.8925352485529,336.93497796959196,247.7382793141633,1,0
303.15396839510765,269.0715687645192,311.61091046606987,314.9917741141643,289.2715818129835,299.3219982308802,0,0
296.823251173296,227.46487640025526,323.62349625751716,346.66256452541825,304.6749516040552,261.4611120652085,0,0
308.65158584481054,333.65461778868195,281.8721562059802,271.92563186925554,327.8479144675272,289.333382435062,0,0
317.73500348570445,268.48269968309353,306.9486251284546,313.73470261931254,313.3416034245367,276.09129694617843,0,1
243.54920771675017,335.0524069460052,260.41673317297347,354.30470615334445,261.9172079164414,287.9428028196048,0,0
311.1951272226751,285.25746015700656,355.2241564797257,318.68056818966204,318.72871823989004,274.7574160864151,1,0
292.457787813639,276.356550728807,318.4633280588957,243.99943363732183,282.5884604719505,322.5313516857971,1,1
262.6087708252268,289.5133663872226,309.0950845805006,285.28184642133044,294.34632814674796,292.47429256653146,0,1
309.66136061818327,287.25920035171436,327.16302742768426,285.52506527668527,357.5422898875816,246.06134471018925,1,1
260.22116044069185,264.68143857586296,303.53526583996137,293.95650056020355,310.04111086690324,269.69155440226035,1,0
332.84315101626925,335.7763699601701,269.64515789838316,303.245917216842,292.77663813279275,281.61334842682015,0,1
313.024802670045,286.3908490588881,315.2202086087389,323.1628665992591,312.2162303593537,304.4891076447082,0,1
250.3469229505252,252.89205482450635,298.6661858812451,235.59820997476214,270.1390469160149,271.5983041889466,0,0
270.4810772935494,285.2687374805283,280.8022828891644,282.2009278545481,238.61928110989976,319.7827360587983,1,1
289.20753638830286,321.68063696198345,296.46347569727476,281.5448686807101,314.616373702587,304.7047681181349,0,0
272.6577161814922,299.04386886972003,308.2999167854425,300.7301332155779,310.0411958034121,336.3465191463982,1,1
273.26191845687026,255.57762043523232,305.08277739991973,286.18465842041076,341.558937954057,293.92521290309594,0,0
308.436931900064,267.06918931081003,297.4309218571523,289.9886305339409,294.16818408796496,247.53482259357892,0,1
318.3849395671288,216.59963699638718,255.8706319650645,272.9843547346369,252.83546927250956,289.1925080838309,0,1
287.28110302719705,310.5369283428362,276.0023486736049,344.1296781639611,256.59050744963844,311.9893658569617,0,0
278.2573839909559,286.2958002976716,354.4379188424986,343.3506864418745,316.58859791922515,304.9423737915076,0,1
296.62535888999275,316.6553505101447,273.10433747206184,292.5161465124603,309.5264329051329,260.5506399339352,1,1
254.05526208778497,295.3253143175014,273.6478739874721,265.1055821389349,331.6682110294567,325.3088437906727,1,0
338.183627136047,278.2249725227749,288.2833594493379,330.0112190587517,298.95355602402304,304.698652021696,1,0
246.8024593122986,359.9527724808867,260.0339076495298,324.39890764642035,316.13439135166004,246.56583998297822,0,1
285.05601259181753,323.0183602220885,294.73167180944245,284.6130544533926,313.16500920646337,293.9336321309437,0,0
285.9501877110868,259.89040519566674,259.9013974887871,273.60904256301006,299.2616817026639,246.1631310000168,1,1
319.7044130513497,274.829589303865,290.9308602663155,284.8412149110002,273.7701747802344,253.97324590802128,1,1
305.925448166868,292.0308464129153,327.2817351962484,314.1156577446967,345.55657526234916,306.79474348798954,0,0
274.8932901955882,270.896421130337,337.32130118534957,324.2900926823604,286.87938677871205,310.119430279625,0,1
288.08481807798006,286.2182587258841,318.2513968893399,274.8949543522455,265.3992185584668,274.4918749608407,0,0
375.57873969455267,314.94081988037016,313.45461733571375,315.5253427313738,273.7919532148646,320.8328274145285,0,0
309.3958151947273,266.4911419320129,331.81615696679273,283.8277125967733,280.7511494534623,291.0260579366545,0,0
373.09189416953495,314.6133538844138,313.3842347468834,282.00454026768824,282.3159501204987,293.08635767657773,0,0
280.4634961579392,314.2801140652506,321.01029461000195,298.3370568393868,264.0530105858873,304.42154647584243,0,0
297.2552862103984,307.39810384844833,284.4933125768438,251.51033466495014,333.42498827574224,309.8009025783211,0,0
327.3493719422641,280.95656192025314,274.7590986786285,274.61361144878566,306.65734858567816,296.0551232395031,0,0
301.4655443473416,280.64925327966165,288.28738982493684,269.9650035850097,313.9336464497376,249.43000298276434,1,1
293.20526627870896,330.26251477709417,315.1749244502731,328.92007714451483,271.52250610689,360.8033999851079,0,1
332.26426953482485,287.78880413408206,292.6176057179302,272.346861464924,304.9541364962255,224.32037890037384,1,1
307.1906297092183,285.1247073608452,352.18279702891334,271.84728506603324,288.1258382285119,277.27452352279323,1,0
339.91049457276097,343.5226186167471,304.0392962095622,333.66640115279426,358.65949528093535,297.82932345133344,0,1
316.3405808208814,252.90365766387248,316.5567464869115,281.49517320354903,249.03314651590418,239.6185584644396,0,0
343.3062119012732,286.734209590232,273.15298673932347,294.27947021233604,289.13594964679044,292.6557088626847,0,0
274.35931402312104,322.9758598931214,328.25914613035616,291.1131097679862,311.28144974958497,335.1021145552279,1,1
264.00389841067613,247.19216115947242,324.19629799268176,325.46098623937655,320.3508518120062,310.4259706833072,0,0
354.7822022363478,264.1745250732609,307.8413283025058,307.88603002837425,305.9074928319899,355.0953238765165,0,0
301.5685857060433,318.7342975461225,281.6973715305398,307.67038545328285,327.97891330358595,303.56892233804393,0,1
265.15629705744834,309.4302847618314,316.62969193312506,297.7353017107386,301.4542283526586,350.99251444094455,0,1
271.24314286693686,294.99439843570497,316.1839837017946,318.8628139273873,302.74198119444526,322.79231730773677,0,0
297.6530242267365,322.3470460183178,290.77120115598166,248.16131360556346,254.2301624019346,286.3679886348642,0,0
229.23595167698815,307.81611437327166,338.92487001131303,257.44047281756144,244.10358435653868,285.78866400704425,0,0
255.6485664831784,293.6030424347637,317.73889834866793,297.3842998941621,350.26321904857394,323.20082837472626,0,0
260.5724062619019,298.51248946003693,246.5534337476,313.71674582153923,270.114076833721,321.64198240731906,0,1
337.2060674553932,310.9039813285125,278.1919514167103,265.131418586671,260.10703440494615,282.0778273900493,0,1
293.1754658630513,314.43144569685154,280.9999091315998,305.2833986732527,310.8695626056453,244.20245887094907,1,1
293.09129403774136,307.62739516857215,240.71619928116218,306.77354800288697,260.4547028433474,315.53271969413817,0,0
229.1781023920983,286.1562680677044,259.5111366513237,319.66395175284237,324.4686181466053,322.73777550292874,0,0
311.13246802542403,331.6455291184227,332.9252021023649,313.12889158945853,341.9284136157145,314.97452080921516,0,1
271.14355159495653,323.4741498733331,303.03992689225475,292.05837271941914,285.7833276395548,313.796644324456,0,1
328.4694895473399,291.73106379294035,318.6256198336046,320.33412828510546,293.72767802247125,295.99451008783933,0,0
295.40274854968897,260.7867550773269,302.9025721499211,294.8504985781386,309.48885178564007,332.1469057142659,0,1
361.82205016528053,252.22212527928633,303.7151876081753,282.08262008525645,311.4998897161946,275.6413172352364,0,1
278.6272128906148,225.32984629987078,321.24691031068824,263.0973199898288,309.61685415344317,300.67492890886734,0,0
306.00071990922237,291.8313066526254,341.3340878793831,273.93715832674,343.1480905569917,297.31776735277714,0,0
307.473461587846,327.3203188269788,315.65426040095275,275.3024064607553,328.3508613160999,302.3292323856459,0,0
309.139522492113,310.2449226129526,244.23705316344638,299.924393872146,291.58827533144154,271.9549547793744,0,1
361.1934650413393,267.51988889993015,320.3109275694958,344.149197927635,313.5275698867765,251.26644598143577,1,1
312.23051600382394,280.611947553214,283.04729551818724,301.30243173834947,296.6820608027444,298.29477067328656,0,1
307.28364992247606,280.93546401073667,313.87443861087,250.9274794311384,243.92683636628482,348.7404361443791,1,1
282.26232929604663,303.9432101497153,255.18736038864247,286.48780327255906,285.13640117829493,352.9409360528679,1,0
278.89479055173314,310.2111894235124,286.97051182144116,331.3518919494423,256.2031101862309,260.7120522771735,0,0
306.45920675182236,294.20298256403555,338.12796095841685,308.9139438537808,293.4847016583657,261.15950959950555,1,1
332.5750045203795,289.86645685920746,255.40009323495138,280.2383772722432,284.53691901907285,320.58113679447274,0,0
291.77127399620014,347.08880268052053,255.5325671241617,300.12529234802173,249.44948820457935,284.66843216571374,0,0
288.20296438504863,287.95198180924683,285.44193501396364,235.98791832225228,353.04589996017455,277.94879809448605,0,0
287.4672589229347,340.06078640259017,385.70611865085357,279.4701883662379,229.90883160119233,328.19099985591276,0,0
284.5358433754712,316.8188038606076,279.55405811059603,281.8105589817783,379.84031444888285,313.3195777485278,0,0
267.40728422120964,307.72733383324623,364.595717054021,299.7433822528259,310.2210901698954,336.2092770684571,0,1
262.2681915313992,312.76905724606956,306.35564008277606,288.1838348731662,327.997620061134,322.5415670161084,0,1
333.22048222759395,317.3955831250739,295.9901028038531,303.3635193590917,283.3809112779109,228.17385737230896,1,1
260.88980570172237,333.60847769311545,275.06532480661394,313.65895755767986,304.9672275078821,315.92917239015867,0,1
303.5872203005864,341.05462526939,313.1651447221974,273.0629501118208,294.2043188023292,285.2270040483591,0,1
333.49771324140943,345.7534956520735,295.7534539471399,319.41967911258695,321.19635484708994,323.603041232181,0,1
320.16522436200194,319.5710271008707,304.56576623372973,323.845674736225,297.75719705513063,284.8432829509318,0,1
257.7356092120398,255.8402204679202,324.41951996548073,242.94995961206052,282.4664136292241,243.26616275909413,0,1
311.9858367323213,275.46456596710766,323.35418752864354,305.9780995132719,301.3725911842843,302.6684690966949,0,1
374.2071539359282,296.0819542783969,267.9121410844203,302.395224615482,310.0829077003972,309.0787692185566,0,0
321.7726983778805,285.33454028820705,342.64109955086514,300.1969465910939,316.7108601995755,305.007510794315,0,0
294.7704041865524,297.4272728425228,323.73841415293003,338.6397695602102,277.3809579048607,290.3066746186484,0,0
307.15378918497277,257.10519619035585,297.86603866869956,341.9969818334522,331.9428593789518,243.51591849875393,1,1
280.87831366696383,304.423357091467,318.3929535066344,313.6324341928733,302.3048005509256,315.68605215386833,1,0
265.2307324986454,334.96006310782,267.17366715590447,358.9259448234617,304.03464241638983,252.87834474004367,1,0
340.58661430106554,287.9379060611002,282.8526452731462,308.5247939914073,310.3665949484767,280.69399679978403,1,0
297.0237371449757,306.7570599227323,303.99781958737594,330.6785951553914,294.57950528017926,276.7490915490267,1,1
286.55763234168865,344.4534030207492,283.42076760827814,273.1625469203913,265.0209873976723,288.5066219857461,0,1
263.52578645803464,302.30001360173105,233.77358462876566,309.3927545628318,267.19227445728256,296.1867461691069,1,0
302.46708520511766,317.81763561421457,309.7696662916023,302.61131550401893,285.07040954368125,277.1294565477039,1,1
264.10982483658825,248.69786258188594,371.24939193160367,305.7055345717935,268.7134138055779,358.60748635408675,0,0
314.37836252374973,345.38612920787693,280.95106717241674,304.30478426645635,283.1573053916875,299.58626582612897,0,0
320.18394770190434,284.438999614731,225.2500640460442,311.7560623191457,262.15439575658183,320.7620711660317,0,1
257.61333952849066,251.58350344396874,313.3489278044204,340.57832446237614,291.79835944529225,249.4020398682025,0,1
246.6785036474991,241.13666338448613,280.2307359282316,325.35376240111646,280.9134560002081,338.4406884645607,1,1
265.25891923428617,302.87587878750816,273.3176734530178,331.9348312236102,329.9265516327043,301.9532338017576,0,1
272.0015112714953,363.6627105714384,306.46910540832766,288.5319839296372,270.02800390386346,313.1788787644628,0,0
331.27500986824856,316.86898804368826,311.15835825141653,303.898331597428,286.43128394253114,280.5312527919957,1,1
340.36217236176014,314.88120296781943,314.5850085850693,284.11277014698,245.87618849948018,322.5652264687595,1,0
296.8938845485189,312.3179048131869,302.74803096148577,280.34938254904677,293.37088926611034,352.566876864367,1,1
267.0097025067663,261.20237142141013,285.6168941617283,271.3207961661408,281.84993387827416,358.5703308601515,1,1
269.0601606017016,323.8553098954538,325.39198675032446,293.08459901522696,271.2849435104341,270.29673316416745,0,0
301.7500279961488,306.64184194059857,278.0755102128107,285.9894022345787,319.79101396827195,284.42396041741586,0,0
302.4290277787294,262.38746250740775,331.22945281082406,303.2532712466342,294.09832932275185,322.2817065914948,0,1
302.15655379507575,349.7509884992139,342.91385866050615,277.21909642243986,390.8678537332363,283.5525253727734,0,0
320.15733206378627,322.3473637285432,289.8900471301877,310.0071252712693,328.09244782352835,333.11895929873936,0,1
310.15631962381786,336.3916808513917,356.19374609588965,272.12078070415896,366.9643253521689,302.87511025713565,0,0
260.4422156459287,323.7123713737769,267.5669668550927,301.93581367161954,311.2982556165463,249.33805223176688,0,1
301.908359432147,342.42727674742866,350.218319615327,292.65673478006426,310.7971269542843,278.3048529172178,0,1
283.64371767065023,333.0923276034461,250.83244657922685,302.92359658257766,283.4762911108551,322.5924668152458,0,1
312.79584115042763,302.196236467396,331.2380945783364,290.5762278072082,301.06575289484147,310.22935001575627,0,0
277.00425370778834,285.8596844136642,344.7521820737017,277.27575390714514,364.75982197197476,349.3718720104386,0,0
317.22957507113966,285.73160397556086,324.11410799102026,321.36622520553357,306.7157030120238,294.9332661817285,0,1
282.01031182755247,319.18870816410714,302.13029742757027,289.78041301898264,265.5088248670288,276.600137471522,0,0
335.0340090805077,295.2941539852827,331.98813236497904,291.7717373917847,318.2447856069757,268.01633058698116,0,1
310.241136555155,334.2601651789868,349.7069961187433,306.1916327793243,314.58289167986237,312.4135398553362,0,0
247.15846390227665,345.27358019984166,265.8769870708802,314.87609938923873,316.98903415963855,319.40009860410714,0,0
273.5578639432156,331.88373519625367,315.1991400176846,295.1482716511417,329.2442823542387,307.2714309178844,0,0
316.04412587372735,325.7446856313938,305.3481425410468,249.29657242173758,255.19497415981607,302.9350356289579,0,0
